3202959008000	opera.opera_designer_role	theater.theater_designer_role	organization.role	theater.theater_role	projects.project_role
2102487001000	comic_books.comic_book_fictional_universe	fictional_universe.fictional_universe	fictional_universe.fictional_setting	travel.travel_destination	religion.place_of_worship
3200431003000	language.language_writing_type	type.type	fictional_universe.fictional_language	religion.religion	language.language_writing_system
2100647001000	media_common.adapted_work	book.translated_work	organization.organization	media_common.adaptation	education.educational_institution
2100194004000	measurement_unit.heat_capacity_unit	measurement_unit.molar_heat_capacity_unit	measurement_unit.volumetric_heat_capacity_unit	measurement_unit.specific_heat_capacity_unit	measurement_unit.energy_unit
4302314002000	medicine.medical_trial_design	cvg.cvg_designer	medicine.medical_trial	theater.theater_designer	architecture.unrealized_design
2100652006000	fictional_universe.event_in_fiction	time.event	time.recurring_event	sports.sports_championship_event	cricket.cricket_series_event
2103504004000	measurement_unit.conductance_unit	measurement_unit.energy_unit	measurement_unit.molar_energy_unit	measurement_unit.potential_unit	measurement_unit.inductance_unit
2101503013000	measurement_unit.measurement_system	people.human_measurement	measurement_unit.mass_unit	fictional_universe.fictional_calendar_system	astronomy.star_system
2101534016000	spaceflight.rocket_engine	engineering.engine	spaceflight.rocket	boats.ship_powerplant	boats.nuclear_powerplant
2101146006000	radio.radio_program	radio.radio_program_episode	spaceflight.space_program	education.student_radio_station	base.lightweight.radio_station
5400160015000	spaceflight.rocket_manufacturer	aviation.aircraft_manufacturer	organization.organization	distilled_spirits.spirit_blender	comic_books.comic_book_publisher
2103630012000	comic_books.comic_book_writer	comic_books.comic_book_penciler	comic_books.comic_book_colorist	people.person	sports.handedness
4303841006000	cvg.computer_game_region	location.region	government.political_district	location.it_region	fictional_universe.fictional_setting
2102380005000	opera.opera_production	theater.theater_production	opera.opera	media_common.adaptation	fictional_universe.work_of_fiction
2102999013000	projects.project	conferences.conference	music.release	computer.computer	time.event
3204615007000	film.production_company	organization.organization	theater.theater_company	book.newspaper_owner	broadcast.tv_station_owner
2103665006000	wine.wine	distilled_spirits.blended_spirit	music.release	medicine.medical_trial	government.election_poll
2100941006000	measurement_unit.energy_unit	measurement_unit.specific_energy_unit	measurement_unit.molar_energy_unit	measurement_unit.energy_density_unit	type.type
2105476011000	rail.electric_locomotive_class	rail.steam_locomotive_class	rail.diesel_locomotive_class	rail.locomotive_class	rail.locomotive
2103050002000	measurement_unit.unit_of_brake_specific_fuel_consumption	measurement_unit.unit_of_specific_fuel_consumption	measurement_unit.speed_unit	measurement_unit.specific_energy_unit	measurement_unit.acceleration_unit
2100075011000	games.game	cvg.computer_videogame	cvg.game_version	computer.computer	cvg.computer_game_mod
2104914002000	games.game_expansion	cvg.computer_game_expansion	games.game	cvg.game_version	cvg.computer_game_mod
3201626004000	finance.currency	business.currency_sub_unit	automotive.generation	computer.computer_processor	organization.organization
4300535011000	broadcast.content	broadcast.broadcast	broadcast.genre	tv.tv_program	computer.content_license
2103080004000	religion.religion	people.ethnicity	religion.religious_organization	education.educational_institution	time.holiday
2105327003000	astronomy.moon	base.exoplanetology.exoplanet	astronomy.celestial_object	astronomy.star	astronomy.astronomer
2102493001000	architecture.architecture_firm	organization.organization	education.educational_institution	business.business_operation	education.academic
2102146003000	measurement_unit.measurement_system	fictional_universe.fictional_calendar_system	astronomy.star_system	people.human_measurement	astronomy.planetographic_coordinate_system
2101266004000	cvg.game_version	games.game	computer.computer_peripheral	cvg.cvg_platform	automotive.platform
3205327013000	broadcast.genre	broadcast.radio_format	broadcast.broadcast_station_class	media_common.media_genre	radio.radio_program
2101177009000	media_common.adaptation	automotive.generation	cvg.computer_game_mod	physics.subatomic_particle_generation	cvg.musical_game
2100504012000	radio.radio_program_episode	tv.tv_series_episode	medicine.medical_trial	broadcast.broadcast	radio.radio_episode_segment
2104865002000	comic_strips.comic_strip_character	comic_books.comic_book_character	people.person	fictional_universe.fictional_character	tv.tv_character
2102295009000	music.album_content_type	broadcast.content	media_common.quotation_subject	film.content_rating	tv.tv_subject
2102447018000	architecture.lighthouse	architecture.building	architecture.tower	geography.island	medicine.medical_trial
4300443012000	media_common.quotation_subject	common.topic	book.book_subject	tv.tv_subject	visual_art.art_subject
3204027000000	measurement_unit.energy_unit	measurement_unit.molar_energy_unit	measurement_unit.radioactivity_unit	measurement_unit.specific_energy_unit	measurement_unit.energy_density_unit
2100941002000	measurement_unit.energy_unit	measurement_unit.specific_energy_unit	type.type	measurement_unit.molar_energy_unit	measurement_unit.energy_density_unit
3205441007000	book.publishing_company	comic_books.comic_book_publisher	cvg.cvg_publisher	book.book_edition	book.publication
2100814015000	games.game	cvg.computer_videogame	cvg.game_version	olympics.olympic_games	music.soundtrack
3201684010000	military.military_conflict	military.military_person	film.director	medicine.medical_trial	people.person
2104634009000	law.legal_subject	book.book_subject	education.field_of_study	media_common.quotation_subject	tv.tv_subject
3204636001000	travel.travel_destination	aviation.aviation_waypoint	fictional_universe.fictional_setting	spaceflight.rocket_launch_site	spaceflight.mission_destination
3205234007000	conferences.conference_series	cricket.cricket_series	book.book_edition_series	spaceflight.space_program	visual_art.art_series
2101990001000	automotive.designer	spaceflight.rocket_engine_designer	cvg.cvg_designer	engineering.engine_designer	computer.computer_designer
2101501004000	sports.sport	ice_hockey.hockey_team	olympics.olympic_sport	cricket.cricket_team	organization.club_interest
2100564012000	games.game	cvg.computer_videogame	cvg.game_version	computer.computer_emulator	chess.chess_game
2101089002000	measurement_unit.unit_of_force	military.military_unit	military.military_unit_size	military.armed_force	boxing.boxing_match
2100867002000	radio.radio_program	radio.radio_program_episode	spaceflight.space_program	broadcast.broadcast	base.lightweight.radio_station
2103429003000	measurement_unit.current_unit	measurement_unit.power_unit	measurement_unit.current_density_unit	measurement_unit.unit_of_conductivity	measurement_unit.inductance_unit
3205361003000	broadcast.radio_format	music.media_format	broadcast.radio_station	base.lightweight.radio_station	radio.radio_program
2102981000000	automotive.engine	engineering.engine	spaceflight.rocket_engine	boats.engine	automotive.model
3203342001000	fictional_universe.character_species	biology.organism	comic_books.comic_book_fictional_universe	fictional_universe.fictional_universe	biology.animal
2100278003000	games.game	cvg.computer_videogame	cvg.game_version	computer.computer_emulator	music.release
2102643002000	conferences.conference	ice_hockey.hockey_conference	basketball.basketball_conference	american_football.football_conference	time.event
2101294010000	spaceflight.rocket_engine_fuel	automotive.fuel	spaceflight.rocket_fuel	food.ingredient	automotive.model
2102059002000	measurement_unit.measurement_system	measurement_unit.volume_unit	people.human_measurement	measurement_unit.specific_volume_unit	astronomy.planetographic_coordinate_system
2102574000000	measurement_unit.absorbed_dose_unit	measurement_unit.absorbed_dose_rate_unit	medicine.medical_trial	medicine.drug	medicine.drug_dosage_form
2100282006000	broadcast.radio_station	base.lightweight.radio_station	education.student_radio_station	broadcast.broadcast	radio.radio_program
2102295015000	music.album_content_type	broadcast.content	computer.content_license	film.content_rating	tv.tv_subject
2102458004000	measurement_unit.angular_acceleration_unit	measurement_unit.acceleration_unit	measurement_unit.angular_velocity_unit	measurement_unit.speed_unit	measurement_unit.time_unit
2102568000000	people.human_measurement	architecture.building_function	food.culinary_measure	people.measured_body_part	measurement_unit.data_size_unit
2102411006000	law.constitutional_amendment	law.constitution	law.constitutional_amendment_proposer	architecture.building	medicine.medical_trial
2100249009000	business.company_advisor	broadcast.advisory	fictional_universe.fictional_organization	medicine.medical_trial	business.board_member
3204629011000	physics.particle	base.exoplanetology.exoplanet	fictional_universe.fictional_object	fictional_universe.fictional_character	physics.particle_family
2101215001000	measurement_unit.measurement_system	measurement_unit.volume_unit	measurement_unit.unit_of_density	fictional_universe.fictional_calendar_system	library.public_library_system
2103095010000	automotive.model	computer.computer	aviation.aircraft_model	geography.mountain_type	martial_arts.martial_art
2100194002000	measurement_unit.heat_capacity_unit	measurement_unit.energy_unit	measurement_unit.temperature_unit	measurement_unit.molar_heat_capacity_unit	measurement_unit.volumetric_heat_capacity_unit
3200253000000	media_common.adaptation	film.film	opera.opera	theater.play	media_common.adapted_work
2100168002000	measurement_unit.speed_unit	automotive.transmission	military.military_unit_size	rail.rail_gauge	sports.cyclist
2100504014000	radio.radio_program	radio.radio_program_episode	broadcast.broadcast	broadcast.radio_station	spaceflight.space_program
2102114003000	measurement_unit.energy_unit	measurement_unit.specific_energy_unit	measurement_unit.molar_energy_unit	measurement_unit.temperature_unit	measurement_unit.unit_of_molar_mass
2103890005000	tv.video	music.music_video	theater.musical_soundtrack	music.soundtrack	music.single
2102619000000	measurement_unit.solid_angle_unit	measurement_unit.angle_unit	measurement_unit.unit_of_conductivity	measurement_unit.unit_of_surface_density	measurement_unit.specific_energy_unit
2102344013000	food.type_of_dish	dining.cuisine	food.dish	food.food	biology.source_organism
2100691000000	fictional_universe.fictional_character	theater.theater_character	tv.tv_character	cvg.game_character	film.film_character
2102945002000	measurement_unit.absorbed_dose_unit	measurement_unit.dose_equivalence_unit	measurement_unit.absorbed_dose_rate_unit	freebase.unit_profile	measurement_unit.radioactivity_unit
2105011002000	interests.collectable_item	fictional_universe.fictional_object	medicine.manufactured_drug_form	computer.computer_peripheral_class	biology.owned_animal
2102680001000	measurement_unit.amount_concentration_unit	measurement_unit.pressure_unit	measurement_unit.radiance_unit	measurement_unit.unit_of_molar_mass	measurement_unit.area_unit
2100371000000	measurement_unit.unit_of_resistivity	measurement_unit.unit_of_conductivity	measurement_unit.resistance_unit	measurement_unit.radioactivity_unit	measurement_unit.thermal_conductivity_unit
2103629004000	cvg.game_version	games.game	music.release	computer.software	cvg.computer_videogame
2102277007000	fictional_universe.character_species	biology.organism	fictional_universe.fictional_creature	comic_books.comic_book_fictional_universe	fictional_universe.fictional_universe
2100442000000	measurement_unit.heat_capacity_unit	measurement_unit.specific_heat_capacity_unit	measurement_unit.molar_heat_capacity_unit	measurement_unit.volumetric_heat_capacity_unit	measurement_unit.specific_energy_unit
2101905007000	organization.organization_committee	government.legislative_committee	business.board_member	fictional_universe.fictional_organization	organization.organization
4303460003000	biology.animal_breed	biology.breed_temperament	biology.pedigreed_animal	biology.animal	type.type
2101705003000	fictional_universe.fictional_setting	cvg.computer_game_region	travel.travel_destination	location.location	games.game
2102847007000	games.game	cvg.computer_videogame	cvg.game_version	american_football.football_game	music.soundtrack
3205368023000	measurement_unit.mass_unit	transportation.transit_system_length	people.measured_body_part	measurement_unit.unit_of_molar_mass	measurement_unit.common_dimension
3205234002000	conferences.conference_series	conferences.conference	cricket.cricket_series_event	ice_hockey.hockey_conference	basketball.basketball_conference
3200492002000	games.game_designer	cvg.cvg_designer	computer.computer_designer	amusement_parks.ride_designer	spaceflight.rocket_engine_designer
2101350001000	games.game	cvg.computer_videogame	cvg.game_version	computer.computer_emulator	cvg.computer_game_mod
2100107019000	rail.locomotive_class	rail.steam_locomotive_class	engineering.engine_category	rail.diesel_locomotive_class	rail.electric_locomotive_class
4301766015000	computer.web_browser	biology.source_organism	projects.project	computer.computing_platform	computer.software
3200273001000	type.type	computer.file_format	music.media_format	exhibitions.type_of_exhibition	law.us_patent_type
2104377002000	film.director	theater.theater_director	film.film_art_director	people.person	tv.tv_director
2102290006000	food.recipe	food.dish	food.type_of_dish	distilled_spirits.blended_spirit	distilled_spirits.blended_spirit_style
2101096004000	measurement_unit.current_unit	measurement_unit.potential_unit	measurement_unit.resistance_unit	measurement_unit.unit_of_conductivity	measurement_unit.inductance_unit
2101021004000	measurement_unit.measurement_system	astronomy.star_system	spaceflight.spacecraft	soccer.football_league_system	astronomy.planetographic_coordinate_system
2101705013000	games.game	cvg.computer_game_region	fictional_universe.fictional_setting	cvg.computer_videogame	travel.travel_destination
2103174006000	measurement_unit.inverse_temperature_unit	measurement_unit.temperature_unit	measurement_unit.time_unit	measurement_unit.energy_unit	measurement_unit.thermal_conductivity_unit
3203766011000	biology.chromosome	biology.cytogenetic_band	biology.genomic_locus	computer.computer	music.single
2100915004000	measurement_unit.electric_charge_density_unit	measurement_unit.unit_of_density	measurement_unit.charge_unit	measurement_unit.energy_density_unit	measurement_unit.specific_energy_unit
2100283005000	radio.radio_program_episode	radio.radio_program	radio.radio_episode_segment	broadcast.broadcast	tv.tv_episode_segment
2100468006000	measurement_unit.measuring_instrument	music.instrument	people.human_measurement	medicine.medical_device	people.measured_person
3200175004000	broadcast.producer	music.producer	film.producer	tv.tv_producer	exhibitions.exhibition_producer
2101315003000	measurement_unit.potential_unit	measurement_unit.energy_unit	measurement_unit.unit_of_conductivity	measurement_unit.measurement_system	measurement_unit.specific_energy_unit
3201449007000	spaceflight.spacecraft	astronomy.celestial_object	spaceflight.satellite	spaceflight.satellite_manufacturer	law.us_patent
3204989003000	measurement_unit.mass_unit	measurement_unit.unit_of_molar_mass	physics.subatomic_mass	chemistry.atomic_mass	computer.computer_processor
2100052007000	conferences.conference_subject	business.product_theme	common.topic	exhibitions.exhibition_subject	book.book_subject
2103615000000	rail.locomotive	engineering.engine	spaceflight.rocket_engine	automotive.engine	boats.engine
2103074001000	measurement_unit.specific_energy_unit	measurement_unit.energy_unit	measurement_unit.molar_energy_unit	measurement_unit.potential_unit	measurement_unit.unit_of_molar_mass
2105526010000	sports.sports_gender	fictional_universe.character_gender	people.gender	biology.hybrid_parent_gender	celebrities.sexual_orientation
2101798007000	cvg.game_version	games.game	computer.computer	cvg.cvg_platform	music.release
2102546005000	broadcast.radio_station_owner	book.newspaper_owner	internet.website_owner	visual_art.art_owner	organization.organization
2104839007000	meteorology.beaufort_wind_force	military.force_strength	base.exoplanetology.exoplanet	boats.means_of_propulsion	architecture.building
2100777002000	games.game	cvg.computer_videogame	cvg.video_game_soundtrack	music.soundtrack	cvg.game_version
2101566002000	measurement_unit.energy_unit	measurement_unit.molar_energy_unit	measurement_unit.potential_unit	physics.quark	measurement_unit.energy_density_unit
2100877016000	conferences.conference	ice_hockey.hockey_conference	basketball.basketball_conference	american_football.football_conference	time.event
2102574004000	measurement_unit.absorbed_dose_unit	measurement_unit.absorbed_dose_rate_unit	medicine.routed_drug	measurement_unit.radiance_unit	measurement_unit.specific_energy_unit
2103208012000	boats.ship_builder	organization.organization_founder	religion.founding_figure	fictional_universe.fictional_organization_founder	symbols.namesake
3206131005000	opera.opera_recording	music.recording	architecture.engineer	computer.computer	film.film_song
2104930000000	rail.locomotive_class	rail.steam_locomotive_class	rail.diesel_locomotive_class	rail.electric_locomotive_class	engineering.engine_category
2100691012000	fictional_universe.fictional_character	tv.tv_character	theater.theater_character	cvg.game_character	film.film_character
2101228003000	measurement_unit.measurement_system	measurement_unit.energy_unit	measurement_unit.power_unit	astronomy.star_system	people.human_measurement
2100421004000	measurement_unit.measurement_system	measurement_unit.substance_unit	people.human_measurement	astronomy.star_system	measurement_unit.time_unit
2102128006000	business.business_operation	organization.organization	fictional_universe.fictional_organization	automotive.company	travel.hotel_operator
3201685005000	astronomy.galactic_shape	medicine.drug_form_shape	architecture.tower_shape	engineering.battery_shape_format	astronomy.galaxy
3202811008000	games.game_designer	cvg.cvg_designer	amusement_parks.ride_designer	computer.computer_designer	automotive.designer
2100654010000	rail.rail_network	travel.transport_operator	rail.railway_operator	rail.railway	metropolitan_transit.transit_system
2101372001000	media_common.adaptation	theater.play	music.soundtrack	opera.opera	film.film
2102614009000	games.game	cvg.computer_videogame	cvg.game_version	american_football.football_game	chess.chess_game
2100410004000	zoos.zoo	fictional_universe.fictional_organization	education.educational_institution	organization.organization	location.in_district
2100052006000	conferences.conference_subject	exhibitions.exhibition_subject	business.product_theme	book.book_subject	law.legal_subject
3201324000000	rail.locomotive_owner	book.newspaper_owner	visual_art.art_owner	biology.owned_animal	sports.sports_team_owner
2103006004000	measurement_unit.magnetic_flux_unit	measurement_unit.magnetic_flux_density_unit	measurement_unit.unit_of_conductivity	measurement_unit.electric_flux_density_unit	law.us_patent
2100232007000	spaceflight.astronaut	people.person	military.military_person	spaceflight.space_agency	base.exoplanetology.exoplanet
2103618003000	fictional_universe.fictional_object	base.exoplanetology.exoplanet	interests.collectable_item	medicine.manufactured_drug_form	astronomy.celestial_object
3203705012000	music.genre	media_common.media_genre	cvg.cvg_genre	broadcast.genre	religion.religion
2104903004000	amusement_parks.disney_ride	travel.tourist_attraction	architecture.building	amusement_parks.ride	computer.computer
2100579010000	book.magazine	education.school_magazine	computer.file_format_genre	book.magazine_genre	book.magazine_issue
2100376007000	tv.tv_rating_system	cvg.computer_game_rating_system	tv.tv_rating	cvg.computer_game_rating	distilled_spirits.distilled_spirit_type
2104139005000	symbols.heraldic_crest	symbols.coat_of_arms	fictional_universe.fictional_character	biology.pedigreed_animal	people.person
2100527015000	internet.website	organization.organization	medicine.medical_trial	fictional_universe.fictional_organization	aviation.airline
2104460001000	astronomy.meteorite	base.exoplanetology.exoplanet	fictional_universe.fictional_object	astronomy.meteor_shower	meteorology.cloud
2100308005000	engineering.engine	cvg.computer_game_engine	spaceflight.rocket_engine	automotive.engine	cvg.game_version
2102373011000	music.guitarist	theater.theater_actor	tv.tv_actor	cvg.game_voice_actor	film.actor
2104656005000	rail.rail_gauge	rail.railway	rail.railway_type	automotive.model	law.us_patent
2104863003000	measurement_unit.acceleration_unit	measurement_unit.angular_acceleration_unit	measurement_unit.speed_unit	measurement_unit.energy_unit	measurement_unit.unit_of_force
2105476009000	rail.electric_locomotive_class	rail.locomotive_class	rail.diesel_locomotive_class	rail.steam_locomotive_class	engineering.engine_category
2102568021000	measurement_unit.unit_of_molar_mass	military.military_unit_size	transportation.transit_system_length	law.us_patent	measurement_unit.mass_unit
2101404008000	games.game	cvg.game_version	spaceflight.rocket_function	computer.computer_peripheral	computer.computing_platform
3201961000000	measurement_unit.speed_unit	people.human_measurement	measurement_unit.time_unit	measurement_unit.power_unit	measurement_unit.measurement_system
2100877009000	ice_hockey.hockey_conference	time.event	conferences.conference	fictional_universe.event_in_fiction	basketball.basketball_conference
2101310003000	measurement_unit.unit_of_surface_density	measurement_unit.unit_of_density	people.human_measurement	measurement_unit.unit_of_conductivity	measurement_unit.viscosity_unit
2101404002000	cvg.game_version	games.game	computer.computer	computer.computer_peripheral	computer.computer_emulator
3205667002000	measurement_unit.magnetic_field_strength_unit	measurement_unit.electric_field_strength_unit	measurement_unit.unit_of_conductivity	measurement_unit.unit_of_force	measurement_unit.specific_energy_unit
2101974005000	cvg.cvg_developer	computer.software_developer	games.game_publisher	cvg.cvg_publisher	cvg.computer_game_engine_developer
2102570008000	music.recording	opera.opera_recording	opera.opera_production	music.producer	music.release
2102105007000	tv.tv_series_season	sports.sports_league_season	tv.tv_program	comic_books.comic_book_series	cricket.cricket_series
2102089003000	basketball.basketball_coach	sports.sports_team_coach	baseball.baseball_coach	ice_hockey.hockey_coach	american_football.football_coach
2104644000000	film.editor	comic_books.comic_book_editor	book.series_editor	book.periodical_editor	people.person
2100777001000	games.game	music.soundtrack	theater.musical_soundtrack	cvg.video_game_soundtrack	tv.tv_soundtrack
3205361011000	broadcast.radio_format	music.media_format	digicams.camera_uncompressed_format	computer.file_format	digicams.camera_format
2105389001000	olympics.olympic_games	games.game	chess.chess_game	american_football.nfl_game	boxing.boxing_match
2100376003000	tv.tv_rating_system	cvg.computer_game_rating_system	soccer.football_league_system	astronomy.star_system	computer.operating_system
3204636004000	spaceflight.mission_destination	travel.travel_destination	business.business_location	fictional_universe.fictional_setting	location.location
3204293002000	fictional_universe.character_occupation	base.lightweight.profession	people.profession	film.film_job	medicine.medical_specialty
2101959005000	common.image	visual_art.artwork	base.exoplanetology.exoplanet	medicine.manufactured_drug_form	fictional_universe.fictional_object
2101958014000	sports.sports_equipment	digicams.digital_camera	medicine.medical_device	computer.computer	astronomy.telescope
2104821004000	event.presented_work	exhibitions.exhibition	fictional_universe.work_of_fiction	theater.theater_production	computer.computer
2102219006000	royalty.chivalric_title	exhibitions.exhibition	time.event	medicine.medical_trial	boxing.boxing_title
3204676002000	measurement_unit.time_unit	measurement_unit.measurement_system	measurement_unit.unit_of_frequency	people.human_measurement	measurement_unit.unit_of_data_transmission_rate
2104496006000	cvg.computer_game_compilation	cvg.video_game_soundtrack	music.soundtrack	theater.musical_soundtrack	tv.tv_soundtrack
